GUY	GG	Air Guyane
GVG		Flygaktiebolaget Gota Vingar
GVI		Air Victoria Georgia
GVN		Gavina
GWA		Great Western Air
GWI	4U	Germanwings
GWL	IJ	Great Wall Airlines
GWN		Gwyn Aviation
GWS		General Airways
GWY	U5	USA3000 Airlines
GXA		Grixona
GXL		Star XL German Airlines
GXY		Galaxy Airlines
GYP		Eagle Aviation
GZA		Excellent Air
GZD		Grizodubova Air Company
GZP	4G	Gazpromavia
HAA		Helicopteros Agroforestal
HAC		Henebury Aviation
HAF		Hellenic Air Force
HAG	H6	Hageland Aviation Services
HAH	GG	Air Comores International
HAI		Century Aviation International
HAJ		Hajvairy Airlines
HAK		Pegasus Helicopters
HAL	HA	Hawaiian Airlines
HAM	2T	Haiti Ambassador Airlines
HAN		Hansung Airlines
HAP		Helicopteros Aero Personal
HAR		Harbor Airlines
HAS		Honduras Airlines
HAT		Air Taxi
HAU		Skyhaul
HAV		Havilah Air Services
HAW		Bangkok Aviation Center
HAX		Benair
HBA		Trail Lake Flying Service
HBC		Haitian Aviation Line
HBI		CHC Denmark
HBL		Faroecopter
HBT		Polizeihubschrauberstaffel Thuringen
HBU		Universal Avia
HCA		Lake Havasu Air Service
HCB		Helenair (Barbados)
HCL		Helenair Corporation
HCN		Halcyon Air/Bissau Airways
HCP		Helicopter
HCY	ZU	Helios Airways
HDA	KA	Cathay Dragon
HDC		Helcopteros De Cataluna
HDI		Hoteles Dinamicos
HDR		Helikopterdrift
HEA		Heliavia-Transporte Aereo
HEB		Heli Bernina
HEC		Heliservicio Campeche
HED		Herritage Aviation Developments
HEI		Aerohein
HEJ	T4	Hellas Jet
HEL		Helicol
HEM		CHC Helicopters
HEN		Helicopteros Y Vehiculos Nacionales Aereos
HET		TAF Helicopters
HEX		Honiara Cargo Express
HFR	8H	Heli France
HFY	5K	Hi Fly
HGA		Hogan Air
HGB	HB	Greater Bay Airlines
HGD		Hangard Aviation
HGH		Atlantic Air Lift
HGK	N8	Fika Salaama Airlines
HGR		Hangar 8
HHA		Atlantic Airlines de Honduras
HHE		Heli-Holland
HHH		Helicsa
HHI	4R	Hamburg International
HHN	HR	Hahn Air
HHO		Houston Helicopters
HHP		Helenia Helicopter Service
HHS		Hi-Jet Helicopter Services
HIA		Canadian Eagle Aviation
HIB		Helibravo Aviacao
HID		Aviacion Ejecutiva De Hildago
HIF		Heli-Iberica Fotogrametria
HIG		Heli-Inter Guyane
HIN		Holding International Group
HIP		Starship
HIS		Hispaniola Airways
HIT		Helitalia
HJA		Air Haiti
HJE		Servicios Ejecutivos Gosa
HJL		Hamlin Jet
HJT		Al Rais Cargo
HKA	SO	Superior Aviation
HKE	UO	HK Express
HKG		Government Flying Service
HKH		Air-Invest
HKI		Hawkaire
HKL		Hak Air
HKN		Jim Hankins Air Service
HKR		Hawk Air
HKS		CHC Helikopter Service
HLA		HC Airlines
HLB		High-Line Airways
HLC		Helicap
HLD		Grampian Flight Centre
HLE		UK HEMS
HLF	I9	Central Airlines
HLG		Helog
HLH		Hala Air
HLI		Heli Securite
HLK		Heli-Link
HLM		Heli Medwest De Mexico
HLO		Samaritan Air Service
HLP		Helipistas
HLR		Heli Air Services
HLS		Haiti Air Freight
HLT		Helitafe
HLU		Heli Union Heli Prestations
HLW		Heliworks
HMA		Air Tahoma
HMC		Heliamerica De Mexico
HMD		Charlie Hammonds Flying Service
HMF		Norrlandsflyg
HMM		Hamra Air
HMP		Papair Terminal
HMR		North American Charters
HMS		Hemus Air
HMT		Air Nova
HMV		Homac Aviation
HMX		Hawk De Mexico
HNA		Greek Navy
HNR		Haiti National Airlines (HANA)
HNT		Helicopteros Internacionales
HOA	H5	Hola Airlines
HOL		Holiday Airlines
HOM		Aero Homex
HOP	A5	Air France Hop
HOR		Horizon Air-Taxi
HOZ		Horizontes Aereos
HPA	HP	Pearl Airways
HPJ		Hop-A-Jet
HPL		Heliportugal
HPO		Almiron Aviation
HPR		Rick Lucas Helicopters
HPS		Horizon Plus
HQO		Avinor
HRA		Heli-Iberica
HRB		Haiti International Airline
HRH	WR	Royal Tongan Airlines
HRI		Skyraidybos Mokymo Centras
HRT		Chartright Air
HRZ		Croatian Air Force
HSE		Compania Helicopteros Del Sureste
HSI		Heliswiss
HSK		Sky Europe Airlines
HSM		Horizon Air for Transport and Training
HSO		Campania Helicopteros De Transporte
HSP		International Jet Charter
HSR		Citylink Airlines
HSS		Compania Transportes Aereos Del Sur
HSU		Helisul
HSV		Svenska Direktflyg
HSY		Sky Helicopteros
HTA		Helitrans
HTC		Haiti Trans Air
HTE		Midwest Helicopters De Mexico
HTG		Grossmann Air Service
HTI		Haiti International Air
HTL		Jet Link Aviation
HTN		Haiti North Airline
HTO		Tango Bravo
HTP		Heli Trip
HTR		Holstenair Lubeck
HTS		Helitrans Air Service
HTT		Air Tchad
HUB		Hub Airlines
HUC		Aerloineas de Techuacan
HUD		Horizons Unlimited
HUF		Hungarian Air Force
HUR		Miami Air Charter
HUS		Huessler Air Service
HUT		Aerotransportes Huitzilin
HUV		Hunair Hungarian Airlines
HUY		Aero Transportes Del Humaya
HVA		Newair
HVK		Turkish Air Force
HVL		Heavylift International
HVN	VN	Vietnam Airlines
HVY	HN	Heavylift Cargo Airlines
HWD		HPM Investments
HWY		Highland Airways
HXA	G5	China Express Airlines
HYA		Hyack Air
HYC		Hydro Air Flight Operations
HYD		Hydro-Québec
HYH		Heli Hungary
HYR		Airlink Airways
HYT	YG	YTO Cargo Airlines
HZA	BN	Horizon Airlines
HZL		Hazelton Airlines
HZX		Citic General Aviation
IAA	IO	Indonesian Airlines
IAC	IC	Indian Airlines
IAD	I5	AirAsia India
IAE		AC Insat-Aero
IAF		Israeli Air Force
IAG		EPAG Groupe Air France
IAI		Israel Aircraft Industries
IAJ		Islandair Jersey
IAK		International Air Cargo Corporation
IAR		Iliamna Air Taxi
IAS		International Air Service
IAW	IA	Iraqi Airways
IAX		International Air Services
IAY		Deadalos Flugtbetriebs
IBB	NT	Binter Canarias
IBC		Ibicenca Air
IBE	IB	Iberia Airlines
IBK	D8	Norwegian Air International
IBL		IBL Aviation
IBR		Ibertour Servicios Aereos
IBS	I2	Iberia Express
IBT		Ibertrans Aérea
IBU		Indigo
IBX	FW	Ibex Airlines
IBY		International Business Aircraft
IBZ	6I	International Business Air
ICA		Icaro
ICB		Icebird Airline
ICC		Instituto Cartografico de Cataluna
ICD		Icaro
ICE	FI	Icelandair
ICG		Icelandic Coast Guard
ICJ		Icejet
ICL	5C	CAL Cargo Air Lines
ICM		Air Inter Cameroun
ICN		Inter-Canadian
ICP		Intercopters
ICR		Eagle Aero
ICS		International Charter Services
ICX		International Charter Xpress
IDA		Indonesia Air Transport
IDE		Independence Air
IDG		IDG Technology Air
IDL		Ildefonso Redriguez
IDP		Independent Air Freighters
IDR		Indicator Company
IFA		FAI Airservice
IFC		Indian Air Force
IFF		Interfreight Forwarding
IFI		Air Lift
IFL		IFL Group
IFS		Italy First
IFT		Interflight
IFX		International Flight Training Academy
IGA		Skytaxi
IGN		Interguide Air
IGO	6E	IndiGo
IGS		Isle Grande Flying School
IHE		Interjet Helicopters
IHS		Thryluthjonustan
IIG		International Company for Transport, Trade and Pub
IIL		India International Airways
IJA		International Jet Aviation Services
IJE		Ivoire Jet Express
IJM		IJM International Jet Management
IJS		Silvair
IKK		IKI International Airlines
IKM		Aero Survey
IKN		IKON FTO
IKR		Ikaros DK
IKY		Intersky
ILC		Island Link
ILF		Island Air Charters
ILK		Aero Airline
ILL		Ilyich-Avia
ILN	D6	Interair South Africa
ILP		Ilpo Aruba Cargo
ILS		Servicios Aereos Ilsa
ILV		Il-Avia
IMA		Inter-Mountain Airways
IME		Airtime Charters
IMN		Aerotaxis Cimarron
IMR		Imaer
IMT		Imtrec Aviation
IMX	C4	Zimex Aviation
INA		Aero International
INC		Insel Air International
IND		Iona National Airways
ING		Aeroingenieria
INK		Sincom-Avia
INL		Intal Avia
INO		Aeroservicios Intergrados de Norte
INP		Peruvian Navy
INS		Inflite The Jet Centre
INT		Intair
INU		Flyguppdraget Backamo
INV		Inversija
INX		Inter Express
IOA		Iowa Airways
IOM		Island Aviation and Travel
IOS		Isles of Scilly Skybus
IPA		IPEC Aviation
IPL		Airpull Aviation
IPM		IPM Europe
IPN		Industri Pesawat Terbang Nusantara
IPT		Interport Corporation
IQQ		Caribbean Airways
IRA	IR	Iran Air
IRB		Iranair Tours
IRC	EP	Iran Aseman Airlines
IRD		Arvand Airlines
IRE		Pariz Air
IRF		TA-Air Airline
IRG		Naft Air Lines
IRH		Atlas Aviation Group
IRI		Navid
IRJ		Bonyad Airlines
IRK	Y9	Kish Air
IRL		Irish Air Corps
IRM	W5	Mahan Air
IRO		CSA Air
IRP		Payam Air
IRQ		Qeshm Air
IRR		Tara Air Line
IRT		Irtysh Airlines
IRU		Chabahar Airlines
IRV		Safat Airlines
IRW		Aram Airline
IRX		Aria Tour
IRY		Eram Air
IRZ		Saha Airlines Services
ISD		ISD Avia
ISF		International Sabilisation Assistance Force
ISG	6P	Club Air
ISI		Island Air
ISK		Intersky Luftfahrt
ISL		Landsflug
ISM		Auo Airclub AIST-M
ISN		Interisland Airlines
ISR	6H	Israir
ISS	IG	Air Italy
IST		Istanbul Airlines
ISV	WC	Avianca Honduras
ISW	IF	Islas Airways
ITA		Inter-Air
ITC		International Air Carrier Association
ITE		Aerotaxi
ITF		Avita-Servicos Aereos
ITH		International Trans-Air
ITK	ID	Interlink Airlines
ITN		Industrias Titan
ITO		Aero Citro
ITR		Frontier Commuter
ITS		Inter-State Aviation
ITU		Intervuelos
ITW		Inter Air
ITX	IK	Imair Airlines
ITY	AZ	ITA Airways
IUS		Icarus
IVA		Innotech Aviation
IVE		Air Executive
IVJ		Flight International
IVR		Burundaiavia
IVS		Ivoire Aero Services
IVT		Interaviatrans
IVW		Ivoire Airways
IWS		Aviainvest
IWY		Interisland Airways Limited
IXR		Ixair
IXX		Dolphin Express Airlines
IYE	IY	Yemenia
IZA		Izhavia
IZG		Zagros Airlines
IZM	H9	Izair
JAA	EG	Japan Asia Airways
JAC		Japan Air Commuter
JAD		Aerojal
JAE		Jade Cargo International
JAF	TB	TUI fly Belgium
JAG		Jetalliance
JAI	9W	Jet Airways
JAK		Jana-Arka
JAL	JL	Japan Airlines
JAM		Sunline Express
JAR		Airlink
JAS	JD	Japan Air System
JAT	JU	Jat Airways
JAV	R5	Jordan Aviation
JAW		Jamahiriya Airways
JAX		Janair
JAZ	JO	JALways
JBA	JB	Helijet
JBR		Job Air
JBU	B6	JetBlue
JCB		J C Bamford (Excavators)
JCC		Jetcraft Aviation
JCF		Jet Center Flight Training
JCH		Trading Air Cargo
JCI		Jordan International Air Cargo
JCK		Jackson Air Services
JCM		Secure Air Charter
JCR		Rotterdam Jet Center
JCS	0J	Jetclub
JCT		Jet Charter
JCX		Jet Connection
JDA		JDAviation
JDC		Deere and Company
JDG		Joanas Avialinijos
JDI		Jet Service
JDP		JDP Lux
JEA		Jet Air
JEC		Jett8 Airlines
JED		Jet East International
JEE		Ambjek Air Services
JEF		Jetflite
JEI		Jet Executive International Charter
JEJ		Jets Ejecutivos
JEK		Jet Link
JEL		Tal Air Charters
JEM		Emerald Airways
JEP		Jets Personales
JES		JS Aviation
JET	IV	Wind Jet
JEX	JC	JAL Express
JFC		LTV Jet Fleet Corporation
JFK		Keenair Charter
JFL		Jetfly Airlines
JFS		Juanda Flying School
JFU		Jet4You
JFY		Foster Yeoman
JGD		Jet G&D Aviation
JHM		JHM Cargo Expreso
JHN		Johnson Air
JIA	OH	PSA Airlines
JIB		Jibair
JIC		Jetgo International
JIM		Sark International Airways
JJA	7C	Jeju Air
JJM		Regional Geodata Air
JJP	GK	Jetstar Japan
JKK	JK	Spanair
JKY		Helicopter & Aviation Services
JLA		MIA Airlines
JLH		Jetlink Holland
JLJ		J-Air
JLL	S2	JetLite
JLN		Eurojet Limited
JLX		Jetlink Express
JMB		Jambo Africa Airlines
JMC		JMC Airlines
JMG		JetMagic
JMJ		Johnston Airways
JMM		Joint Military Commission
JMR		Alexandair
JMT		Jomartaxi Aereo
JMX		Air Jamaica Express
JNA	LJ	Jin Air
JNH		M & N Aviation
JNR		Jet Norte
JNV		Jetnova de Aviacion Ejecutiva
JNY		Jenney Beechcraft
JOA		Air Swift Aviation
JOB		Aerojobeni
JOL	IP	Atyrau Air Ways
JON		Johnsons Air
JOS	L3	DHL de Guatemala
JPA		OSACOM
JPN		Jeppesen UK
JPO		Jetpro
JPQ		Jett Paqueteria
JPR		Aerosmith Aviation
JRF		First Air Transport
JRI		Jetrider International
JRN		Jet Rent
JSA	3K	Jetstar Asia Airways
JSE		Jets Y Servicios Ejecutivos
JSH		Jetstream Air
JSI		Jet Air Group
JSJ		JS Air
JSM		Jet Stream
JSP		Palmer Aviation
JST	JQ	Jetstar Airways
JSV		Japan Aircraft Service
JSW		Jigsaw Project
JSX	XE	JSX
JTA	NU	Japan Transocean Air
JTC		Jet Trans Aviation
JTD		Jettime
JTE		National Jet Express
JTI		Cirrus Middle East
JTL		Jetall Holdings
JTM		Exxavia Limited
JTN		Jettrain Corporation
JTR		Executive Aviation Services
JTS		Arrendamiento de Aviones Jets
JTT		Jet-2000
JTU		Zhetysu
JTX		Jet Aspen Air Lines
JTY		Jatayu Airlines
JUA		Aero Juarez
JUB		Jubba Airways
JUC		Juba Cargo Services & Aviation Company
JUR		Ju-Air
JUS	U7	USA Jet Airlines
JVK		Jorvik
JWY		Jetways of Iowa
JXA		Jetex Aviation
JXT		Jetstream Executive Travel
JXX	GX	Jetx Airlines
JZA	QK	Air Canada Jazz
JZR	J9	Jazeera Airways
KAA		Asia Aero Survey and Consulting Engineers
KAC	KU	Kuwait Airways
KAD		Air Kirovograd
KAE		Kartika Airlines
KAH		Kent Aviation
KAI		Kaiser Air
KAJ		Karthago Airlines
KAL	KE	Korean Air
KAM		Air Mach
KAO		Kazan Aviation Production Association
KAP	9K	Cape Air
KAS		Kingston Air Services
KAT		Kato Airline
KAV		Air Kufra
KAW		Kaz Air West
KBA		Kenn Borek Air
KBV		Kustbevakningen
KCA		Trans-Kiev
KCE		Irving Oil Transport
KDA		Kendell Airlines
KDC		K D Air Corporation
KDR		Royal Daisy Airlines
KDZ		Flightworks
KEE	BZ	Keystone Air Services
KEK		Arkhabay
KEN	M5	Kenmore Air
KES		Kallat El Saker Air Company
KEY		Key Airlines
KFA		Kelowna Flightcraft Air Charter
KFC		Kremenchuk Flight College
KFK		Aero Charter Krifka
KFR		Kingfisher Airlines
KFS		Kalitta Charters
KFT		Air Kraft Mir
KGA	R8	Kyrgyzstan Airlines
KGB		Kyrgz General Aviation
KGC		Peach Air
KGD		Air Concorde
KGL	7K	Kogalymavia Air Company
KGT		Knights Airlines
KGZ	N5	Kyrgyz Airlines
KHA		Kitty Hawk Aircargo
KHB	H8	Dalavia
KHC		Kitty Hawk Airways
KHH		Alexandria Airlines
KHM		Cambodia Airlines
KHO		Khors Aircompany
KHP		Khoezestan Photros Air Lines
KHR		Khazar
KHX		Knighthawk Express
KHY		Khyber Afghan Airlines
KIA	KP	Kiwi International Air Lines
KIE		Afit
KIL	GW	Kuban Airlines
KIN		Kinloss Flying Training Unit
KIP		Kinnarps
KIS		Contactair
KIW		Royal New Zealand Air Force
KIZ		Kanaf-Arkia Airlines
KJC	7B	Krasnojarsky Airlines
KKA		Kazavia
KKB		Air South
KKK	KK	Atlasjet
KKS		Salem
KLB		Air Mali International
KLC	WA	KLM Cityhopper
KLD		Air Klaipeda
KLE		Rusaero
KLG		Karlog Air Charter
KLH		KLM Helicopter
KLM	KL	KLM Royal Dutch Airlines
KLO		Flight-Ops International
KLR		Columbus Air Transport
KLX		Kelix Air
KLZ		Aerokaluz
KMA		Komiaviatrans State Air Enterprise
KMB		Delta Engineering Aviation
KMC		Kahama Mining Corporation
KMF	RQ	Kam Air
KMG		Kosmas Air
KMI	8K	K-Mile Air
KMP	E2	Kampuchea Airlines
KMR		Western Pacific Airlines
KMV	8J	Komiinteravia
KNA		Knight Air
KNE	XY	flynas
KNG		King Aviation
KNI		KD Avia
KNM		Komsomolsk-on-Amur Air Enterprise
KNS		Kinshasa Airways
KNX	4I	Knighthawk Air Express
KOA		Koanda Avacion
KOB		Koob-Corp - 96 KFT
KOE		Northland Aviation
KOK		Horizon Air Service
KOM		Kom Activity
KOP		Servicios Aereos Copters
KOS		Kosova Airlines
KOV		Orlan-2000
KOY		Araiavia
KPA	VD	Henan Airlines
KPH		Kazan Helicopters
KQA	KQ	Kenya Airways
KRA		Transcontinental Airlines
KRB		Karibu Airways Company
KRC		New Zealand Air Defence Force
KRE		AeroSucre
KRF		United Kingdom Royal VIP Flights
KRG		Krimaviamontag
KRH		United Kingdom Royal VIP Flight
KRI	K9	Krylo Airlines
KRM		Crimea Universal Avia
KRN		Kaz Agros Avia
KRO		Kroonk Air Agency
KRP	V3	Carpatair
KRT		Air Kokshetau
KRV		Khoriv-Avia
KSA		K S Avia
KSI		Air Kissari
KSM		Kosmos
KSP		Servicios Aereos Expecializados En Transportes Pet
KSS		Raytheon Travel Air
KST		PTL Luftfahrtunternehemen
KSU		Kansas State University
KTA		Kirov Air Enterprise
KTB		Transaviabaltika
KTC		Kyrgyz Trans Avia
KTK		Katekavia
KTL		P & P Floss Pick Manufacturers
KTN		Aeronavigaciya
KTR		HT Helikoptertransport
KTS		Transair-Gyraintiee
KTV		Kata Transportation
KUS		National Airlines
KVK		Olimp Air
KVR		Alliance Avia
KVS		Kevis
KWA		Vozdushnaya Academy
KWN		Kwena Air
KYB		Skybridge Airops
KYC		Av Atlantic
KYM		Krym
KYR		Sky Aeronautical Services
KZA		Kurzemes Avio
KZE		Euro-Asia Air International
KZH		Zhez Air
KZM		Phoebus Apolloa Zambia
KZR	KC	Air Astana
KZS		Kazaviaspas
KZU	GO	Kuzu Airlines Cargo
KZW	K6	Khalifa Airways
LAA	LN	Libyan Arab Airlines
LAB	JF	L.A.B. Flying Service
LAC		Lockeed Aircraft Corporation
LAD		Lebanon Airport Development Corporation
LAF		Latvian Air Force
LAG		Aerovias De Lagos
LAH		L A Helicopter
LAJ	KJ	British Mediterranean Airways
LAL		Labrador Airways
LAM	TM	LAM Mozambique Airlines
LAN	LA	LATAM Airlines Chile
LAO	QV	Lao Airlines
LAP	PZ	LATAM Airlines Paraguay
LAQ	LQ	Lebanese Air Transport
LAR		Lawrence Aviation
LAT		Lebanese Air Transport (Charter)
LAU	4L	Líneas Aéreas Suramericanas
LAW		Link Airways of Australia
LAY		Layang-Layang Aerospace
LBC	LV	Albanian Airlines
LBH		Laker Airways (Bahamas)
LBI		Albisa
LBQ		Quest Diagnostics
LBR		Elbe Air Transport
LBT	BJ	Nouvel Air Tunisie
LBW		Albatros Airways
LBY	LZ	Belle Air
LCA		Leconte Airlines
LCB		LC Busre
LCC		The Lancair Company
LCD	ZE	Lineas Aereas Azteca
LCG		Lignes Aeriennes Congolaises
LCH		Lynch Flying Service
LCM		Lineas Aereas Comerciales
LCN		Lineas Aereas Canedo LAC
LCO		LAN Cargo
LCR		Libyan Arab Air Cargo
LCS		RAF Leuchars
LCT		Compania De Actividades Y Servicios De Aviacion
LCY		London City Airport Jet Centre
LDA	NG	Lauda Air
LDE		LADE - Lineas Aereas Del Estado
LDG		Aerolineas Aereas Ejecutivas De Durango
LDI		Lauda Air Italy
LDL		Aerologic
LDN		Al-Donas Airlines
LDR		Aero Lider
LEA		Unijet
LEB		Lebap
LEC		Linex
LED		Blom Geomatics
LEE		Leeming Flying Training Unit
LEG		The Army Aviation Heritage Foundation
LEJ		FSH Luftfahrtunternehmen
LEL		Leonsa De Aviacion
LEM		Aleem
LEN		Lentini Aviation
LEP		Laughlin Express
LER	QL	LASER Airlines
LET		Aerolíneas Ejecutivas
LEU		Lions-Air
LFA		Air Alfa
LFC		Aero Control Air
LFE		Luxflight Executive
LFI		National Airways Corporation
LFL		Executive Air
LFO		Deutsches Zentrum fur Luft-und Raumfahrt EV
LFP		Alfa Aerospace
LFR		Atlantic Airfreight Aviation
LFT		Aerolift Company
LGA	N6	Lagun Air
LGD		Legend Airlines
LGL	LG	Luxair
LGN		Aerolaguna
LGT		Longtail Aviation
LGU		Servicios Aereos Ejecutivos De La Laguna
LGW	HE	Luftfahrtgesellschaft Walter
LHA	GI	Longhao Airlines
LHC		London Helicopter Centres
LHN	EO	Express One International
LHR		Al Ahram Aviation
LHS		Luhansk
LHT		Lufthansa Technik
LIA	LI	Leeward Islands Air Transport
LIB		Ploizeihubschrauberstaffel Hamburg
LID	D4	Alidaunia
LIE		Al-Dawood Air
LIF		Rocky Mountain Holdings
LIJ		Lineas Aereas San Jose
LIL	TE	FlyLal
LIN		Aerolimousine
LIQ		Lid Air
LIR		Minsk Aircraft Overhaul Plant
LIS		Eastern Express
LIV		Air Livonia
LJA		Air Jamahiriya Company
LJY		L J Aviation
LKA		Lao Capricorn Air
LKD		Lignes Aeriennes Du Tchad
LKE		Lucky Air
LKL		Lakeland Aviation
LKN	IK	Lankair
LKP		American Aviation
LKR		Laker Airways
LKS		Airlink Solutions
LKW		Top Sky International
LKY		Air Solutions
LLA		Servico Leo Lopex
LLB	LB	Lloyd Aéreo Boliviano
LLL		Lao Air Company
LLM	YL	Yamal Airlines
LLO		Operation Enduring Freedom
LLR	9I	Alliance Air
LLS		Servicios Aereos Estrella
LMA		Aerolima
LMC		Linea Aerea Mexicana de Carga
LME		Lignes Mauritaniennes Air Express
LMG		South African Air Force
LMJ		Masterjet
LMK		Grantex Aviation
LML		Alamia Air
LMN		Lineas Aereas Monarca
LMO		Sky Limo Corporation
LMP		Air Plus Argentina
LMR		Lamra
LMS		Lomas Helicopters
LMT		Almaty Aviation
LMX		Aerolineas Mexicanas J S
LMY		Air Almaty
LMZ		Air Almaty ZK
LNA		Lnair Air Services
LNC		LAN Dominica
LNE	XL	LATAM Ecuador
LNG		Lockheed Martin Aeronautics Company
LNI	JT	Lion Air
LNK		Airlink
LNP	L7	Linea Aerea SAPSA
LNT		Aerolineas Internacionales
LNX		London Executive Aviation
LOD		Malmoe Air Taxi
LOF	AX	Trans States Airlines
LOG		Logan Air
LOK		Alok Air
LOP		Linton-on-Ouse Flying Training Unit
LOR		Leo-Air
LOS		Lossiemouth Flying Training Unit
LOT	LO	LOT Polish Airlines
LOU		Air Saint Louis
LOV		London Flight Centre (Stansted)
LPA		Pal Aerolineas
LPC		Alpine Aviation
LPD		UK Royal/HRH Duke of York
LPE	LP	LAN Peru
LPL		Lease-a-Plane International
LPN	L7	Laoag International Airlines
LPR	MJ	Líneas Aéreas Privadas Argentinas
LPV	A6	Air Alps Aviation
LRA		Little Red Air Service
LRB		L R Airlines
LRC	LR	Avianca Costa Rica
LRD		Laredo Air
LRR		Lorraine Aviation
LRS		SANSA
LRT		Lincoln Airlines
LRW		Al Rida Airways
LSA		LANSA
LSC		Los Cedros Aviacion
LSE		Linea De Aeroservicios
LSK		Aurela
LSM		Aerobusinessservice
LSP		Spectrum Aviation Incorporated
LSR		Alsair
LSS		Lone Star Airlines
LSU		Laus
LSY		Lindsay Aviation
LTA		Trans Atlantis
LTC		LatCharter
LTE	XO	LTE International Airways
LTI		Aerotaxis Latinoamericanos
LTL		Benin Littoral Airways
LTO	L3	LTU Austria
LTR	L5	Lufttransport
LTS		Flight Inspections and Systems
LTU	LT	LTU International
LTW		Luchtvaartmaatschappij Twente
LUC		Alninati Aeronautics
LUK		LUKoil-Avia
LUR	TD	Atlantis European Airways
LUT		Luft Carago
LUV		Luxembourg Air Rescue
LUZ		Luzair
LVB		IRS Airlines
LVD		Luftfahrt-Vermietungs-Dienst
LVN		Aliven
LVR		Aviavilsa
LVT		La Valenciana Taxi Aereo
LWD		Leisure Air
LXA		Luxaviation
LXF		Lynx Air International
LXG	L8	Air Luxor GB
LXJ		Bombardier Business Jet Solutions
LXO		Luxor Air
LXP	LU	LAN Express
LXR	LK	Air Luxor
LYC	L2	Lynden Air Cargo
LYD		Lydd Air
LYF		Lithuanian Air Force
LYM	KG	Key Lime Air
LYN		Air Kyrgyzstan
LYT		Apatas Air
LYW		Libyan Airlines
LYX		Lynx Aviation
LZA		Lanza Air
LZB	FB	Bulgaria Air
LZP		Air Ban
LZR		Air Lazur
LZT		Lanzarote Aerocargo
MAA	M7	MasAir
MAB		Millardair
MAC	R5	Malta Air Charter
MAD		Maple Air Services
MAE		Mali Air
MAF		Mission Aviation Fellowship
MAH	MA	Malév Hungarian Airlines
MAI		Max Avia
MAJ		Majestic Airlines
MAK	IN	MAT Macedonian Airlines
MAL		Morningstar Air Express
MAM		Aerodromo De La Mancha
MAN		Mannion Air Charter
MAQ		Mac Aviation
MAR	MV	Air Mediterranean
MAS	MH	Malaysia Airlines
MAT		Maine Aviation
MAU	MK	Air Mauritius
MAW		Mustique Airways
MAX		Max-Aviation
MAZ		Mines Air Services Zambia
MBA		Avag Air
MBB		Air Manas
MBC		Airjet Exploracao Aerea De Carga
MBE		Martin-Baker
MBI		Mountain Bird
MBL		First City Air
MBN	Q3	Zambian Airways
MBO		Mobil Oil
MBR		Brazilian Navy Aviation
MBS		Mbach Air
MBV		Aeriantur-M
MCB		Air Mercia
MCC		MCC Aviation
MCD		Air Medical
MCE		Marshall Aerospace
MCF		MAC Fotografica
MCG		SOS Helikoptern Gotland
MCH		McAlpine Helicopters
MCL		Medical Aviation Services
MCM		Heli-Air-Monaco
MCN		Mac Dan Aviation Corporation
MCO		Aerolineas Marcos
MCP		Marcopolo Airways
MCS		Macedonian Airlines
MCT		Transportacion Aerea Del Mar De Cortes
MCV		MTC Aviacion
MCX		Cargo Express
MCY		Ambulance Air Africa
MDA	AE	Mandarin Airlines
MDB		Monde Air Charters
MDC		Atlantic Aero and Mid-Atlantic Freight
MDE		Mauritanienne De Transport Aerien
MDF		Mediterranean Air Freight
MDG	MD	Air Madagascar
MDH		Madina Air
MDJ		Jetran Air
MDL	RI	Mandala Airlines
MDM		Medavia Company
MDN		Mudan Airlines
MDR		Compania Mexicana De Aeroplanos
MDS		McNeely Charter Services
MDT		Sundt Air
MDV	2M	Moldavian Airlines
MDW	JI	Midway Airlines
MDX		Aerosud Charter
MDY		Mediterranean Airways
MEA	ME	Middle East Airlines
MEC		Mercury Aircourier Service
MED		Ontario Ministry of Health
MEE		Elimediterranea
MEF		Air Meridan
MEI		Merlin Airways
MEJ		Medjet International
MEK		Med-Trans of Florida
MEL		Mega Linhas Aereas
MEM		Meridian Limited
MEP	YX	Midwest Airlines
MER		Methow Aviation
MES	XJ	Mesaba Airlines
MET		Meteorological Research Flight
MEX		Metro Express
MEY		Justair Scandinavia
MFA		Martyn Fiddler Associates
MFC		Moncton Flying Club
MFL		Aero McFly
MFR		Midline Air Freight
MFS		Miller Flying Services
MFT		Multiflight
MFZ		Mofaz Air
MGA		MG Aviacion
MGB		Coulson Flying Service
MGE		Asia Pacific Airlines
MGG		Elmagal Aviation Services
MGI		Marghi Air
MGK		Mega
MGL	OM	MIAT Mongolian Airlines
MGM		Transporte Aero MGM
MGO		Punto Fa
MGR		Magna Air
MGS		Aeromagar
MGX	YM	Montenegro Airlines
MHA		Mountain High Aviation
MHC		Aero Jomacha
MHL		Meridian Airlines
MHN		Manhattan Air
MHS		Air Memphis
MHU		Air Memphis
MIA		Mauria
MID		Midland Airport Services
MIE		Aero Premier De Mexico
MIF		Miras
MIG		Russian Aircraft Corporation-MiG
MIM		Mimino
MIR		Miramichi Air Service
MIS		Midstate Airlines
MIT		Flight Line
MIZ		Desarrollo Milaz
MJB		Magic Blue Airlines
MJL		Jet Line International
MJM		Eti 2000
MJN	RS	Royal Air Force of Oman
MJR		Midamerica Jet
MJT		Mex-Jet
MKA		MK Airline
